	filename	scene_label
0	audio/airport-lisbon-1122-43364-a.wav	airport
1	audio/street_traffic-prague-1153-42304-s3.wav	street_traffic
2	audio/public_square-stockholm-119-3492-a.wav	public_square
3	audio/street_traffic-prague-1153-42960-a.wav	street_traffic
4	audio/park-prague-1038-40071-a.wav	park
5	audio/street_traffic-london-167-5123-a.wav	street_traffic
6	audio/metro-prague-1026-41579-c.wav	metro
7	audio/street_traffic-barcelona-163-4975-a.wav	street_traffic
8	audio/public_square-stockholm-121-3578-a.wav	public_square
9	audio/metro_station-milan-1127-40878-a.wav	metro_station
10	audio/metro_station-vienna-88-2422-a.wav	metro_station
11	audio/bus-helsinki-19-767-a.wav	bus
12	audio/street_pedestrian-lyon-1047-43302-a.wav	street_pedestrian
13	audio/street_pedestrian-helsinki-146-4405-c.wav	street_pedestrian
14	audio/metro_station-barcelona-62-1876-a.wav	metro_station
15	audio/public_square-barcelona-107-3081-s1.wav	public_square
16	audio/street_traffic-paris-171-5254-s1.wav	street_traffic
17	audio/bus-prague-1032-43822-a.wav	bus
18	audio/bus-helsinki-19-765-a.wav	bus
19	audio/street_pedestrian-london-150-4569-a.wav	street_pedestrian
20	audio/tram-lisbon-1131-42451-a.wav	tram
21	audio/park-lyon-1144-42621-a.wav	park
22	audio/airport-lyon-1041-42942-a.wav	airport
23	audio/public_square-london-115-3365-a.wav	public_square
24	audio/street_traffic-lyon-1029-43790-a.wav	street_traffic
25	audio/street_traffic-stockholm-174-5340-a.wav	street_traffic
26	audio/bus-vienna-40-1193-a.wav	bus
27	audio/park-lisbon-1052-43176-a.wav	park
28	audio/bus-lisbon-1070-41569-a.wav	bus
29	audio/street_pedestrian-stockholm-156-4718-a.wav	street_pedestrian
30	audio/public_square-helsinki-111-3211-c.wav	public_square
31	audio/airport-lisbon-1122-41917-a.wav	airport
32	audio/street_traffic-stockholm-173-5331-a.wav	street_traffic
33	audio/metro-helsinki-44-1330-a.wav	metro
34	audio/airport-stockholm-10-432-s3.wav	airport
35	audio/tram-helsinki-184-5712-a.wav	tram
36	audio/shopping_mall-barcelona-127-3791-s2.wav	shopping_mall
37	audio/metro-helsinki-45-1348-s3.wav	metro
38	audio/street_traffic-helsinki-164-5037-s2.wav	street_traffic
39	audio/street_pedestrian-barcelona-145-4386-s1.wav	street_pedestrian
40	audio/bus-milan-1078-40649-a.wav	bus
41	audio/bus-vienna-38-1140-a.wav	bus
42	audio/street_traffic-stockholm-175-5398-b.wav	street_traffic
43	audio/airport-paris-7-332-a.wav	airport
44	audio/metro-milan-1062-40810-a.wav	metro
45	audio/metro_station-vienna-87-2358-a.wav	metro_station
46	audio/shopping_mall-paris-132-3972-c.wav	shopping_mall
47	audio/street_traffic-milan-1011-41645-a.wav	street_traffic
48	audio/airport-paris-9-379-a.wav	airport
49	audio/park-lisbon-1104-40699-s2.wav	park
50	audio/public_square-barcelona-108-3120-a.wav	public_square
51	audio/public_square-prague-1075-43288-a.wav	public_square
52	audio/street_traffic-helsinki-164-5017-a.wav	street_traffic
53	audio/shopping_mall-stockholm-135-4097-a.wav	shopping_mall
54	audio/street_traffic-vienna-178-5504-a.wav	street_traffic
55	audio/metro_station-prague-1019-41202-a.wav	metro_station
56	audio/shopping_mall-paris-134-4059-s2.wav	shopping_mall
57	audio/bus-milan-1154-43939-a.wav	bus
58	audio/metro-helsinki-43-1309-a.wav	metro
59	audio/park-stockholm-102-2898-a.wav	park
60	audio/public_square-lyon-1024-42316-a.wav	public_square
61	audio/street_pedestrian-vienna-160-4877-a.wav	street_pedestrian
62	audio/bus-prague-1120-43520-c.wav	bus
63	audio/street_pedestrian-prague-1085-41265-s1.wav	street_pedestrian
64	audio/public_square-lisbon-1039-43817-a.wav	public_square
65	audio/metro-paris-54-1576-a.wav	metro
66	audio/street_traffic-stockholm-173-5318-a.wav	street_traffic
67	audio/airport-helsinki-4-207-a.wav	airport
68	audio/street_traffic-barcelona-162-4937-a.wav	street_traffic
69	audio/street_pedestrian-prague-1085-42575-a.wav	street_pedestrian
70	audio/park-london-95-2641-a.wav	park
71	audio/street_pedestrian-barcelona-142-4312-a.wav	street_pedestrian
72	audio/street_traffic-helsinki-165-5073-a.wav	street_traffic
73	audio/metro-paris-52-1540-s1.wav	metro
74	audio/bus-stockholm-37-1095-a.wav	bus
75	audio/airport-barcelona-1-33-a.wav	airport
76	audio/metro-stockholm-56-1652-a.wav	metro
77	audio/metro_station-vienna-88-2414-a.wav	metro_station
78	audio/public_square-barcelona-109-3133-a.wav	public_square
79	audio/street_traffic-prague-1033-41348-a.wav	street_traffic
80	audio/street_pedestrian-prague-1051-43543-a.wav	street_pedestrian
81	audio/tram-vienna-200-6021-a.wav	tram
82	audio/metro_station-prague-1118-40997-s3.wav	metro_station
83	audio/metro-milan-1141-40656-a.wav	metro
84	audio/metro_station-prague-1019-41830-a.wav	metro_station
85	audio/public_square-london-115-3361-a.wav	public_square
86	audio/park-lisbon-1052-42242-s2.wav	park
87	audio/shopping_mall-lisbon-1125-41357-a.wav	shopping_mall
88	audio/metro-milan-1141-40656-c.wav	metro
89	audio/tram-london-185-5757-b.wav	tram
90	audio/public_square-paris-118-3474-a.wav	public_square
91	audio/bus-london-25-875-a.wav	bus
92	audio/street_pedestrian-paris-153-4623-s2.wav	street_pedestrian
93	audio/bus-lyon-1129-43008-a.wav	bus
94	audio/tram-helsinki-183-5687-s1.wav	tram
95	audio/airport-vienna-14-587-a.wav	airport
96	audio/bus-helsinki-19-779-a.wav	bus
97	audio/street_traffic-helsinki-164-5043-a.wav	street_traffic
98	audio/tram-milan-1158-42158-a.wav	tram
99	audio/metro_station-paris-80-2165-a.wav	metro_station
100	audio/park-lisbon-1052-43100-a.wav	park
101	audio/metro_station-paris-80-2162-a.wav	metro_station
102	audio/metro_station-lisbon-1007-42145-c.wav	metro_station
103	audio/park-prague-1092-41662-a.wav	park
104	audio/park-london-95-2656-s1.wav	park
105	audio/bus-milan-1155-43789-a.wav	bus
106	audio/metro_station-prague-1118-41319-a.wav	metro_station
107	audio/airport-paris-9-378-a.wav	airport
108	audio/metro_station-vienna-88-2408-a.wav	metro_station
109	audio/public_square-london-113-3294-a.wav	public_square
110	audio/airport-paris-9-381-a.wav	airport
111	audio/metro-barcelona-42-1273-c.wav	metro
112	audio/airport-helsinki-3-161-a.wav	airport
113	audio/metro-paris-53-1565-s3.wav	metro
114	audio/metro-lyon-1139-41731-a.wav	metro
115	audio/airport-lisbon-1114-43793-s1.wav	airport
116	audio/shopping_mall-lisbon-1002-42418-a.wav	shopping_mall
117	audio/park-milan-1133-40553-s1.wav	park
118	audio/street_pedestrian-vienna-160-4875-s2.wav	street_pedestrian
119	audio/park-london-95-2645-a.wav	park
120	audio/public_square-vienna-124-3672-a.wav	public_square
121	audio/metro_station-lisbon-1020-43299-a.wav	metro_station
122	audio/park-helsinki-93-2585-c.wav	park
123	audio/bus-lisbon-1070-41385-a.wav	bus
124	audio/park-barcelona-89-2440-a.wav	park
125	audio/street_pedestrian-london-151-4587-a.wav	street_pedestrian
126	audio/park-barcelona-91-2526-a.wav	park
127	audio/park-helsinki-94-2605-s2.wav	park
128	audio/park-london-95-2643-a.wav	park
129	audio/street_pedestrian-paris-154-4666-a.wav	street_pedestrian
130	audio/public_square-paris-118-3481-a.wav	public_square
131	audio/street_pedestrian-stockholm-157-4762-a.wav	street_pedestrian
132	audio/metro_station-helsinki-67-1986-s3.wav	metro_station
133	audio/airport-prague-1015-43886-a.wav	airport
134	audio/street_pedestrian-prague-1037-41729-a.wav	street_pedestrian
135	audio/bus-lyon-1124-43137-a.wav	bus
136	audio/bus-prague-1138-42162-a.wav	bus
137	audio/tram-milan-1132-40968-s2.wav	tram
138	audio/metro-lisbon-1107-40194-a.wav	metro
139	audio/metro_station-barcelona-62-1861-b.wav	metro_station
140	audio/street_traffic-vienna-178-5500-s2.wav	street_traffic
141	audio/street_pedestrian-paris-153-4625-a.wav	street_pedestrian
142	audio/bus-helsinki-18-711-a.wav	bus
143	audio/street_traffic-barcelona-161-4916-a.wav	street_traffic
144	audio/public_square-lyon-1017-43591-a.wav	public_square
145	audio/street_pedestrian-lisbon-1099-41947-a.wav	street_pedestrian
146	audio/public_square-london-113-3295-a.wav	public_square
147	audio/park-lisbon-1104-41201-a.wav	park
148	audio/airport-stockholm-10-437-a.wav	airport
149	audio/park-helsinki-92-2576-a.wav	park
150	audio/airport-paris-7-316-a.wav	airport
151	audio/street_traffic-paris-170-5205-a.wav	street_traffic
152	audio/park-stockholm-103-2933-a.wav	park
153	audio/shopping_mall-prague-1031-43759-a.wav	shopping_mall
154	audio/street_pedestrian-milan-1096-41707-a.wav	street_pedestrian
155	audio/metro_station-helsinki-64-1935-s2.wav	metro_station
156	audio/bus-lyon-1001-40164-a.wav	bus
157	audio/street_traffic-stockholm-174-5374-s1.wav	street_traffic
158	audio/public_square-london-115-3366-a.wav	public_square
159	audio/airport-lyon-1041-40156-a.wav	airport
160	audio/bus-london-25-901-c.wav	bus
161	audio/airport-prague-1034-43893-a.wav	airport
162	audio/shopping_mall-london-131-3944-c.wav	shopping_mall
163	audio/public_square-lyon-1017-41070-c.wav	public_square
164	audio/tram-barcelona-181-5622-a.wav	tram
165	audio/metro-lyon-1139-42821-s1.wav	metro
166	audio/metro-helsinki-45-1362-a.wav	metro
167	audio/shopping_mall-paris-132-3981-a.wav	shopping_mall
168	audio/bus-london-21-823-a.wav	bus
169	audio/tram-vienna-201-6054-a.wav	tram
170	audio/tram-helsinki-184-5728-a.wav	tram
171	audio/park-helsinki-92-2556-a.wav	park
172	audio/public_square-lisbon-1116-42928-a.wav	public_square
173	audio/bus-london-25-891-a.wav	bus
174	audio/tram-prague-1109-41241-a.wav	tram
175	audio/tram-lisbon-1046-42595-s2.wav	tram
176	audio/tram-helsinki-184-5735-a.wav	tram
177	audio/metro-london-46-1389-a.wav	metro
178	audio/street_pedestrian-lisbon-1098-41908-b.wav	street_pedestrian
179	audio/public_square-barcelona-107-3054-a.wav	public_square
180	audio/street_pedestrian-paris-154-4659-s2.wav	street_pedestrian
181	audio/public_square-vienna-122-3592-b.wav	public_square
182	audio/shopping_mall-helsinki-130-3899-a.wav	shopping_mall
183	audio/tram-stockholm-197-5954-a.wav	tram
184	audio/bus-barcelona-17-695-a.wav	bus
185	audio/tram-helsinki-183-5691-s2.wav	tram
186	audio/public_square-lyon-1017-41250-a.wav	public_square
187	audio/metro_station-milan-1117-43162-s1.wav	metro_station
188	audio/metro-helsinki-45-1364-s2.wav	metro
189	audio/tram-london-185-5759-a.wav	tram
190	audio/park-lyon-1144-42494-a.wav	park
191	audio/bus-london-25-879-a.wav	bus
192	audio/park-lisbon-1104-42236-a.wav	park
193	audio/park-lisbon-1052-43450-a.wav	park
194	audio/shopping_mall-prague-1009-40255-s2.wav	shopping_mall
195	audio/public_square-helsinki-112-3264-a.wav	public_square
196	audio/public_square-stockholm-120-3525-a.wav	public_square
197	audio/street_pedestrian-milan-1096-43883-a.wav	street_pedestrian
198	audio/airport-paris-7-309-a.wav	airport
199	audio/shopping_mall-lyon-1066-43041-a.wav	shopping_mall
200	audio/airport-helsinki-3-120-a.wav	airport
201	audio/street_traffic-vienna-178-5498-a.wav	street_traffic
202	audio/public_square-stockholm-119-3485-s1.wav	public_square
203	audio/metro-lisbon-1160-42997-c.wav	metro
204	audio/bus-stockholm-35-1041-s2.wav	bus
205	audio/tram-barcelona-180-5589-s2.wav	tram
206	audio/street_traffic-stockholm-174-5373-a.wav	street_traffic
207	audio/metro_station-barcelona-62-1861-a.wav	metro_station
208	audio/bus-prague-1138-43495-s1.wav	bus
209	audio/street_pedestrian-prague-1051-43615-a.wav	street_pedestrian
210	audio/shopping_mall-helsinki-129-3877-s3.wav	shopping_mall
211	audio/metro-stockholm-56-1651-a.wav	metro
212	audio/metro-prague-1113-43816-a.wav	metro
213	audio/shopping_mall-prague-1031-41762-a.wav	shopping_mall
214	audio/street_traffic-helsinki-164-5029-a.wav	street_traffic
215	audio/public_square-barcelona-107-3080-a.wav	public_square
216	audio/tram-stockholm-197-5946-b.wav	tram
217	audio/public_square-milan-1014-41012-b.wav	public_square
218	audio/shopping_mall-milan-1084-42393-a.wav	shopping_mall
219	audio/metro_station-london-74-2086-a.wav	metro_station
220	audio/metro-stockholm-56-1647-a.wav	metro
221	audio/bus-paris-32-997-s3.wav	bus
222	audio/park-helsinki-92-2573-a.wav	park
223	audio/park-helsinki-92-2555-a.wav	park
224	audio/park-london-97-2747-a.wav	park
225	audio/street_pedestrian-lyon-1047-41939-a.wav	street_pedestrian
226	audio/park-lisbon-1052-42800-a.wav	park
227	audio/park-london-97-2720-a.wav	park
228	audio/bus-barcelona-15-629-s1.wav	bus
229	audio/metro_station-barcelona-63-1887-a.wav	metro_station
230	audio/street_traffic-helsinki-166-5097-c.wav	street_traffic
231	audio/public_square-lisbon-1039-40406-a.wav	public_square
232	audio/public_square-paris-116-3380-s1.wav	public_square
233	audio/street_pedestrian-london-149-4523-a.wav	street_pedestrian
234	audio/metro-stockholm-55-1633-a.wav	metro
235	audio/metro-milan-1025-41135-a.wav	metro
236	audio/public_square-helsinki-110-3181-a.wav	public_square
237	audio/shopping_mall-london-131-3915-a.wav	shopping_mall
238	audio/street_traffic-london-168-5143-a.wav	street_traffic
239	audio/tram-stockholm-197-5942-s2.wav	tram
240	audio/shopping_mall-milan-1084-42273-a.wav	shopping_mall
241	audio/airport-helsinki-4-219-s1.wav	airport
242	audio/street_traffic-helsinki-165-5045-a.wav	street_traffic
243	audio/bus-lisbon-1156-41694-a.wav	bus
244	audio/street_traffic-london-169-5189-a.wav	street_traffic
245	audio/metro-vienna-59-1779-a.wav	metro
246	audio/shopping_mall-helsinki-128-3821-s2.wav	shopping_mall
247	audio/tram-lyon-1093-42285-s2.wav	tram
248	audio/shopping_mall-helsinki-128-3813-b.wav	shopping_mall
249	audio/tram-lyon-1091-42255-a.wav	tram
250	audio/street_pedestrian-stockholm-155-4714-c.wav	street_pedestrian
